PROGRESS,CTIME,ID,HASH,COLOR,MODE,FONTSIZE,TEXT
275.863,2023-08-11 22:12:08,1381368259097854976,c3fd30d1,#FFFFFF,5,25,由希可以请她海玲姐姐弹贝斯，所以她无所谓素世
276.03,2023-08-14 11:56:20,1383232637812005376,60e8e49e,#FFFFFF,1,25,这对没了爱音瞬间崩溃啊
276.184,2023-09-23 13:39:32,1412275612852368640,b38c2bbc,#FFFFFF,1,25,立希：爱音，你转贝斯吧，吉他让猫猫solo
276.374,2023-08-16 23:51:25,1385042110176037888,45b0ed3d,#FFFFFF,1,25,被斩杀了
276.52,2023-09-29 09:34:32,1416500957889447424,342e7445,#FFFFFF,1,25,这是新的贝斯笑话吗
277.062,2023-09-24 16:42:59,1413092718829196288,10d192d6,#FFFFFF,1,25,讲个笑话，贝斯手在不在有什么影响吗？
277.746,2023-09-23 15:52:49,1412342698480165632,ac105252,#FFFFFF,1,25,优化了
277.907,2023-09-26 22:17:06,1414710439174138624,9c147b86,#FFFFFF,1,25,优化
278.06,2023-08-18 05:17:51,1385931185469184000,e6462add,#FFFFFF,1,25,反正是贝斯
278.41,2023-08-16 01:33:42,1384368814183050752,5c2a6fc3,#FFFFFF,1,25,没了个贝斯而已，反正观众也不会在意的啦
278.439,2023-08-12 14:17:24,1381854094582464256,01048cd7,#FFFFFF,1,25,圣爱音:下次演唱会我也要参加
278.601,2023-08-16 22:37:03,1385004672833696768,476c00c6,#F0AB2A,1,25,soya：祥子是不可缺少的，灯是可以替换的
279.023,2023-09-29 22:31:34,1416892048568883968,56acbf0c,#FFFFFF,1,25,贝斯开除，改黑金属路线！
279.295,2023-08-14 23:02:21,1383567857879080704,07f14c6a,#FFFFFF,1,25,优化了
279.528,2023-08-12 01:16:38,1381461122648943360,486193f0,#FFFFFF,1,25,反正她是弹贝斯的（
279.848,2023-09-27 08:21:47,1415014787980619008,e5126d63,#FFFFFF,1,25,贝斯直接优化掉（
279.936,2023-09-24 02:28:05,1412662437328881408,d8f990d1,#FFFFFF,1,25,尊重！
279.959,2023-08-12 12:14:57,1381792458706412032,8240c752,#FFFFFF,1,25,立希这个心态需要修正啊，只在乎灯不在乎其他人
279.998,2023-08-11 22:07:57,1381366152307078912,1f3950cd,#E70012,5,25,你们在TV之间互相伤害的故事真精彩
280.019,2023-10-01 00:29:11,1417676021825730560,ebc0b911,#FFFFFF,1,25,有没有贝斯都听不出的
280.305,2023-08-12 22:20:00,1382096994662971136,27105956,#FFFFFF,1,25,贝斯什么的无所谓了（bushi）
280.467,2023-08-15 20:24:25,1384213140400578816,a52a5e63,#FFFFFF,1,25,南蚌 贝斯随便找个人都能替
280.742,2023-10-01 19:34:51,1418252657944062208,9edf9469,#FFFFFF,1,25,立希：除了灯以外都可以替代
280.78,2023-09-29 22:06:32,1416879450615874560,54fe6d94,#FFFFFF,1,25,你可以试试练贝斯，反正我们吉他过剩
280.872,2023-08-14 14:35:24,1383312704206356736,bfccd4e4,#FFFFFF,1,25,立希：乐队有没有贝斯手都是一个样嘛
281.025,2023-08-13 17:34:38,1382678137225399552,636aa9b4,#009843,1,25,珍惜现在还有三个人的乐队
281.305,2023-08-14 04:50:50,1383018476733614080,b0aebcad,#FFFFFF,1,25,不要bass也行
281.413,2023-08-12 21:53:13,1382083511066199040,ca178036,#FFFFFF,1,25,这个点灯是不是还信着soyo的一辈子，所以只担心猫猫，然后第九集才史无前例地愤怒
281.51,2023-09-24 15:31:15,1413056619369192192,bde41240,#FFFFFF,1,25,爱音是真的很认真
281.79,2023-09-24 14:34:10,1413027889796248576,174728a6,#FFFFFF,1,25,尊重！
281.799,2023-08-13 23:42:26,1382863254107580160,fe5b9dd6,#FFFFFF,1,25,立希：我们吉他多，你改弹贝斯吧
282.366,2023-09-25 23:24:54,1414019790749628160,8b383e1a,#CC0273,5,25,没了个贝斯而已，反正观众也不会在意的啦
282.475,2023-08-19 14:21:17,1386929473231947264,80a619b2,#FFFFFF,1,25,贝斯可以让打工超人来
282.597,2023-08-13 15:45:29,1382623202656044288,ad0beef4,#FFFFFF,1,25,立希：灯皇是不可缺少的，soyo是可以替换的
282.623,2023-09-24 22:28:52,1413266808097872384,59596a46,#FFFFFF,1,25,开始优化
282.67,2023-08-16 01:53:38,1384378847495384576,e435569b,#FFFFFF,1,25,贝斯找雇佣兵
282.762,2023-09-25 02:53:10,1413399838149638656,99e1c632,#FFFFFF,1,25,尊重
283.28,2023-09-25 00:46:27,1413336060259365120,4ddbaec6,#FFFFFF,1,25,ktv
283.805,2023-09-23 09:08:11,1412139042161715456,f978b8c0,#FFFFFF,1,25,前程似锦，各自精彩
284.157,2023-09-30 13:46:22,1417352485638881024,fd3900e3,#FFFFFF,1,25,贝斯笑话
284.243,2023-08-16 13:32:41,1384730687047000832,e41a4e63,#FFFFFF,1,25,优化
284.411,2023-09-24 22:29:03,1413266900867438848,59596a46,#FFFFFF,1,25,尊重
284.718,2023-09-23 02:08:58,1411928039646120704,7b9dd98a,#FFFFFF,1,25,素食:怎么我被优化了
285.203,2023-08-11 22:26:23,1381375425829223936,2ac53833,#FFFFFF,1,25,贝斯手有没有无所谓，反正听不见（）
285.357,2023-10-01 15:10:42,1418119706904354048,5af0ad96,#FFFFFF,1,25,人生有梦，各自精彩
285.544,2023-09-23 15:21:39,1412327008469612544,65ce693d,#FFFFFF,1,25,最想t掉的的爱音反而是最关心她的
285.856,2023-09-28 02:44:28,1415569787974838528,38dedabe,#FFFFFF,1,25,反正是贝斯
286.222,2023-09-24 05:03:02,1412740425579730176,6f361875,#FFFFFF,1,25,人生有梦，各自精彩
287.111,2023-09-25 04:25:20,1413446229282976512,04a86783,#FFFFFF,1,25,尊重，优化
287.687,2023-09-24 00:13:32,1412594717127998976,1ab2ee8d,#FFFFFF,1,25,不成熟的队友就该狠狠的优化
289.406,2023-09-28 21:00:46,1416121575987889408,b7633264,#FFFFFF,1,25,我去尊重不是我们mdy的梗吗
290.225,2023-09-25 22:44:28,1413999436874703104,95132338,#FFFFFF,1,25,好好好
290.938,2023-08-16 13:29:38,1384729151201992960,a7e124cf,#E70012,5,25,随机刷新dayo
291.455,2023-08-12 20:40:17,1382046806829413120,3f04fd17,#FFFFFF,1,25,开团的时候来
291.678,2023-09-29 23:59:12,1416936158251878144,ae57d831,#FFFFFF,1,25,sayo tttttttt
293.187,2023-10-01 01:26:54,1417705070703035648,c64731a3,#FFFFFF,1,25,隔行如山海
294.27,2023-09-22 23:13:39,1411839796959370240,a5367dec,#FFFFFF,1,25,猫猫不会用手机
294.438,2023-08-13 12:26:42,1382523153540352512,af3099bd,#FFFFFF,5,25,感觉这个之前的live house也要伏笔回收
294.961,2023-08-16 22:37:57,1385005129501031680,476c00c6,#FEF102,1,25,乐奈，他太团队了
295.259,2023-08-13 00:33:57,1382164409233069056,4d9d2a23,#FFFFFF,1,25,想吃芭菲的时候（
295.337,2023-08-11 21:08:30,1381336225302088960,a0cb9c26,#FFFFFF,1,25,这里应该指的就是第一季的space
296.12,2023-09-23 08:46:21,1412128047490130688,79f7eb69,#FFFFFF,5,25,猫猫是自由的
297.406,2023-08-15 16:08:22,1384084270360222464,5abcd53e,#FFFFFF,1,25,贝斯笑话
297.449,2023-09-24 22:32:09,1413268460275804928,ace32b98,#FFFFFF,1,25,在刷野发育
298.003,2023-08-15 23:41:12,1384312187790688768,37025e3d,#FFFFFF,1,25,随机刷新
298.469,2023-08-15 01:15:29,1383634868453439232,9eb3a17d,#FFFFFF,1,25,弹簧到处都有找个替代就行
299.12,2023-08-12 16:31:42,1381921684994763008,a120a978,#FFFFFF,1,25,确实，这个staff之前是在space打工来着
300.305,2023-09-27 00:07:09,1414765826644775168,a4f59d2e,#FFFFFF,1,25,rikki听到私密马赛的时候抖了一下诶
303.119,2023-08-12 08:31:23,1381679931603473408,a9c2c9d0,#FFFFFF,1,25,不对 应该是游戏里的circle
304.061,2023-08-17 16:13:10,1385536235292272640,ff14c4f8,#FFFFFF,1,25,这里很赞同rika，不管怎么样都该往前走，没有祥子就自己努力作曲，总该向前的
304.649,2023-09-23 19:30:06,1412452058321285632,7b2eb8f4,#FFFFFF,1,25,只有猫猫在享受（
305.696,2023-08-17 17:27:16,1385573534340059392,f3a5357f,#FFFFFF,1,25,塌了的circle
306.347,2023-09-24 00:16:19,1412596115827750912,6e175803,#FFFFFF,1,25,立希这里可能猜到了原因但是没说
306.872,2023-09-28 20:49:25,1416115861516976128,cac19514,#FFFFFF,1,25,机器才只知道向前人可是会念旧的。不然历史干嘛用的？
309.4,2023-08-18 12:45:16,1386156372634575360,f0e7bc76,#FFFFFF,1,25,你自己发脾气不也是别人哄回来的？
309.832,2023-08-12 20:59:35,1382056519956457216,004457c5,#FFFFFF,1,25,每次都想到小林历奇，我大约是没救了
309.924,2023-08-12 13:51:53,1381841250910840576,a587a80c,#FFFFFF,1,25,Rikki~Lucky~Dai~Happy!
310.211,2023-09-25 21:23:57,1413958915552779520,d18c2697,#E2027F,5,25,Love！
310.241,2023-09-23 23:30:57,1412573286415858176,d6fdde5b,#FFFFFF,1,25,Love
310.371,2023-08-12 03:01:51,1381514072616785920,73a92f74,#FFFFFF,1,25,Rikki～
310.443,2023-08-12 09:40:19,1381714629922853120,bfb4ea1c,#E70012,5,25,Rikki～love～
310.802,2023-08-11 23:32:35,1381408752040738816,23375bf2,#FFFFFF,1,25,爱希甜甜甜
310.923,2023-08-12 11:37:45,1381773740987617792,612e3a80,#FFFFFF,1,25,Rikki~
312.126,2023-08-13 23:17:49,1382850868579646976,b74d20ec,#FFFFFF,1,25,rikiki～
312.159,2023-08-17 02:18:26,1385116100760572416,e0f84b26,#FFFFFF,1,25,love~
312.286,2023-08-14 17:47:10,1383409220476794624,f65f56a2,#FFFFFF,1,25,就C团这个配置能坚持完第一次live真是奇迹
312.703,2023-08-16 17:15:08,1384842649395225600,11ab2411,#FFFFFF,1,25,love！
313.22,2023-08-12 16:33:07,1381922402220401920,b0f6fbdc,#FFFFFF,1,25,-
313.99,2023-08-12 00:37:31,1381441430358375680,a01abf2d,#FFFFFF,1,25,这一声甜死了
314.032,2023-09-24 19:05:52,1413164636303321856,bf0ee9ed,#FFFFFF,1,25,真是到处都有林批啊（喜
314.227,2023-08-14 04:51:43,1383018923661970432,b0aebcad,#FFFFFF,1,25,rikki lucky dai happy！
314.243,2023-08-13 01:54:50,1382205125312972032,71c9107e,#FE0302,5,25,玩赛马娘玩的
314.821,2023-08-11 21:59:36,1381361947441910016,49b9e9d8,#FFFFFF,1,25,爱音带不动
315.537,2023-08-17 20:53:20,1385677253127776512,f32c98a1,#FFFFFF,1,25,声优林鼓子就是小林，圣爱音赐名历齐，椎名立希就是小林历奇！
315.854,2023-08-12 08:47:58,1381688279014944256,aa5c4f0f,#FFFFFF,1,25,前八集爱音：这个家没我得散。第九集：玛德，散了吧
315.98,2023-08-12 01:14:31,1381460054930130688,b53b3c58,#FFFFFF,1,25,累死anon了
316.19,2023-08-15 14:59:17,1384049500385310976,1883f4e7,#FFFFFF,1,25,爱门！！！
316.197,2023-09-23 13:40:44,1412276216689374720,b38c2bbc,#FFFFFF,1,25,生活不易，爱音叹气
316.218,2023-08-13 22:20:57,1382822246506511360,cdd5ce15,#FFFFFF,1,25,Rikki~Lucky~民那诺happy!
316.788,2023-08-12 13:09:08,1381819734315501056,71889211,#FFFFFF,1,25,爱音累了
316.816,2023-09-26 15:54:22,1414517803347910144,26653b0e,#FFFFFF,1,25,还真是
316.894,2023-09-26 12:37:02,1414418485894875136,f660e210,#FFFFFF,1,25,确实，就爱音是最成熟的
316.959,2023-09-24 13:18:14,1412989669444098560,ff0e3ada,#FFFFFF,1,25,急转直下
317.0,2023-09-26 02:32:36,1414114259427865344,7c171db9,#FEF102,5,25,核心来了，大家都好任性哦
317.8,2023-09-25 19:22:31,1413897793285818624,293328fa,#FFFFFF,1,25,四分五裂的乐队，没有爱音这个家散了
318.428,2023-08-12 21:57:17,1382085557123113728,46b429cf,#FFFFFF,1,25,不是502究極加強擰繩哥都擰不動
320.543,2023-09-24 16:50:52,1413096689081812480,5fab7c0d,#FFFFFF,1,25,小林Rikki难绷
321.27,2023-09-23 18:40:28,1412427079554699776,176ff6ed,#FFFFFF,1,25,我有罪
322.323,2023-08-15 23:41:09,1384312162230931456,a8ee947f,#FFFFFF,1,25,你再想想，最该给谁道歉？
323.637,2023-09-26 10:29:20,1414354213580105216,6a6c87f2,#FFFFFF,1,25,主理人爱音
323.971,2023-08-19 21:57:23,1411716562435929344,7e60b903,#FFFFFF,1,25,所以为啥要要道歉呢？
325.545,2023-08-13 23:50:25,1382867273550684416,2e186778,#FFFFFF,1,25,anno真是淌了一趟浑水
326.209,2023-09-26 23:31:18,1414747789140802048,cfd6e325,#FFFFFF,1,25,为嘛要道歉啊！
326.257,2023-08-14 21:15:43,1383514185878614272,924ec5ce,#FFFFFF,1,25,如果不该道歉的话就不要道歉呀灯灯
326.299,2023-09-27 00:49:25,1414787104189633792,3f896ea6,#FFFFFF,1,25,你有啥罪？怀璧其罪？
327.052,2023-09-29 09:22:00,1416494649455063808,3cc8c0a5,#FFFFFF,1,25,这里立希反倒是对的
327.64,2023-10-01 18:47:33,1418228848650224384,8d81c721,#FFFFFF,1,25,白莲花还是有东西的。
328.132,2023-09-30 20:49:40,1417565534261746688,b86ff8c0,#FFFFFF,1,25,你是最受伤的一个，解散就是祥子处理有问题，mygo的再起也是soyo的私心
328.288,2023-08-17 09:43:37,1385340169799989760,8a7bc80b,#FFFFFF,1,25,高松灯想要道歉
329.332,2023-09-24 14:23:01,1413022278010256128,c6f4098f,#FFFFFF,1,25,灯这里的逻辑是结果是坏的，所以自己终究是有错的，需要做点什么，并不是情商导向
329.538,2023-09-29 22:07:40,1416880019372143872,54fe6d94,#FFFFFF,1,25,爱音：你又怎么了，这团真是离谱
329.735,2023-08-15 12:05:20,1383961947569342976,7d3c14a4,#FEF102,5,25,爽世只是想找回前任
329.83,2023-09-22 21:31:41,1411788479364403200,230bb034,#FFFFFF,1,25,anon伟大，她才是我们mygo伟大的妈妈！！
329.902,2023-08-12 12:15:56,1381792951461788672,f1088d0c,#FFFFFF,5,25,灯灯总是把错往自己身上揽
330.299,2023-08-13 11:49:34,1382504457010524160,c733c74e,#FFFFFF,1,25,灯宝，你不欠任何人
330.321,2023-08-12 10:10:53,1381730012281066240,0bd65ba3,#FFFFFF,1,25,来点作用吧灯皇
330.605,2023-08-13 00:41:31,1382168220940759808,2a799e31,#FFFFFF,1,25,有人已经在道歉了（）
331.161,2023-09-25 11:13:00,1413651415733452544,893d24f8,#FFFFFF,1,25,对不起——你错哪儿了——对不起
332.898,2023-10-01 09:51:49,1417959207810167552,5cbc3122,#FFFFFF,1,25,人没必要为他人的情绪负责
333.104,2023-09-25 19:26:37,1413899857629986816,dd9a7083,#FFFFFF,1,25,woyouzui
333.339,2023-08-13 18:11:20,1382696609896298240,580838e8,#FFFFFF,1,25,我灯还在道歉
333.473,2023-08-14 20:02:46,1383477471197964288,145f4b0b,#FFFFFF,1,25,压力小曲
333.631,2023-08-13 15:50:03,1382625499767267328,01ab4845,#FFFFFF,1,25,灯：不知道为啥要道歉但是我得说对不起
333.817,2023-08-13 23:47:15,1382865682709950976,ae3525a2,#FFFFFF,1,25,灯一直都认为是自己的责任
334.197,2023-10-01 20:07:01,1418268845264698624,e5de6104,#FFFFFF,1,25,不是soyo破防是soyo看到祥子破防她才破防的
334.326,2023-08-12 06:39:22,1381623559469741824,34ea8fa7,#FFFFFF,1,25,菠萝菠萝哒
334.58,2023-09-25 01:43:57,1413364997349949952,0c9fce65,#FFFFFF,1,25,没绷住
334.831,2023-08-12 14:57:40,1381874354371035648,7a030a64,#FFFFFF,1,25,因为匆忙找到成员的关系，我的乐队已经菠萝菠萝哒!
334.883,2023-08-17 03:24:15,1385149229252690176,78e50462,#FFFFFF,1,25,灯神：我有罪
335.107,2023-09-26 23:29:08,1414746698168680448,5dbdef0d,#FFFFFF,1,25,遇事不决道个歉吧
335.209,2023-08-15 18:29:48,1384155457555748096,b97991cb,#FFFFFF,1,25,不要讨好型人格啊灯
336.231,2023-08-15 22:37:10,1384279957022560256,29dfe1dc,#CC0273,5,25,灯尔巴乔夫
336.513,2023-09-24 21:52:56,1413248724750294784,3fd0b430,#FFFFFF,5,25,灯皇两次在初次live之后乐队解散了
336.828,2023-09-26 22:08:40,1414706191502042624,890ecd67,#FFFFFF,5,25,令人感慨，之前说一次演唱会就跑的爱音留到现在，而一辈子的大伙四分五裂
337.345,2023-08-15 22:38:59,1384280877974359808,29dfe1dc,#CC0273,5,25,牢 不 可 催 的 乐 队
337.445,2023-08-12 02:47:46,1381506984100062208,7e533325,#FFFFFF,1,25,坏了 ptsd了
337.504,2023-08-14 15:22:12,1383336259862521600,9fd3f4f8,#FFFFFF,1,25,我灯伟大，无需多言
338.008,2023-09-25 19:35:22,1413904258176213504,39163a81,#FFFFFF,1,25,又不是你的错宝
338.366,2023-08-12 22:03:27,1382088665370577920,99254d13,#FFFFFF,1,25,灯这种性格相处起来挺累的说真的
338.644,2023-10-01 18:53:47,1418231988833522944,e7bd66db,#FFFFFF,1,25,碎星将军 拉塔灯
338.803,2023-09-24 19:51:28,1413187589942659328,55955386,#FFFFFF,5,25,在这样下去，MYGO要毁了！
338.886,2023-08-11 21:14:46,1381339379309672192,1ce47505,#FFFFFF,1,25,balabala的
339.285,2023-08-11 22:18:48,1381371610967170304,788d14d2,#FFFFFF,1,25,唱一次春日影炸一个团
339.508,2023-09-23 02:46:34,1411946961300606464,1f8f6a62,#FFFFFF,1,25,重起来了、
339.973,2023-08-13 23:02:18,1382843061461516288,a1efdbde,#FFFFFF,1,25,可是你没有错，道歉干什么啊灯子
340.181,2023-08-12 23:03:04,1382118667361226240,5459e244,#FFFFFF,1,25,一开口就是重力展开
340.536,2023-08-11 21:50:53,1381357563849009664,ee45c3f3,#FFFFFF,1,25,唱一次春日影散一只乐队kana
340.865,2023-09-30 00:06:53,1416940020644072704,f0868f23,#FFFFFF,1,25,重力展开
341.311,2023-08-14 03:04:49,1382965121227407616,0d299fb4,#FFFFFF,1,25,灯宝不是你的错
341.312,2023-09-25 12:59:44,1413705129433044224,c81412f4,#FFFFFF,1,25,这样下去，不仅仅是东京，就连mygo队也将毁灭
341.468,2023-09-29 13:56:25,1416632764060817920,b705d458,#FFFFFF,1,25,哦豁
341.521,2023-10-01 11:40:04,1418013692221885952,f7f9ab13,#FEF102,5,25,牢  不  可  破  的  联  盟
341.539,2023-08-12 22:34:50,1382104455389948416,80bca61c,#FFFFFF,1,25,这样想东西会好累的
341.628,2023-09-25 02:54:53,1413400702772168960,99e1c632,#FFFFFF,1,25,此事古难全
341.654,2023-08-13 20:36:29,1382769662281911552,bfbf4ae5,#FFFFFF,1,25,宝你什么都没做错
341.838,2023-09-25 00:14:40,1413320062907107840,46548a3b,#FFFFFF,1,25,又用春日影把乐队唱没了
341.963,2023-09-26 03:01:00,1414128555453136640,4222a1e5,#FFFFFF,1,25,这乐队怎么回事啊？我要是粉毛早待不下去了
342.066,2023-08-17 14:58:17,1385498548405203456,3065cfa0,#FFFFFF,1,25,乐队已经菠萝菠萝哒！
342.385,2023-08-12 17:48:34,1381960376031174656,8ae21729,#E70012,5,25,牢  不  可  破  的  乐  队
342.627,2023-08-14 00:07:39,1382875950114901248,005ad1ff,#FFFFFF,1,25,这样下去mygo要毁了
342.764,2023-10-01 18:54:08,1418232159013104128,e7bd66db,#FFFFFF,1,25,重 力 的 深 渊
343.078,2023-08-12 19:51:40,1382022336446003968,5f4c9cc0,#FFFFFF,1,25,灯想要组建乐队也只是为了自己吧
343.098,2023-08-18 23:18:07,1386474899262036992,bf29b205,#FFFFFF,1,25,好惨一灯
343.184,2023-08-12 01:42:03,1381473910654494976,3d8dc683,#FFFFFF,1,25,可怜的宝宝
343.188,2023-09-29 22:08:04,1416880221285555200,54fe6d94,#FFFFFF,1,25,凯恩：我这么多年没冠军，是我的错
343.249,2023-08-17 08:16:54,1385296523386360832,8c53cd8f,#FFFFFF,1,25,重力操作lv
343.525,2023-08-17 01:49:29,1385101533808757760,c0cfe52c,#FFFFFF,1,25,灯宝你前面头发剃光了发现上面有张地图是吧
343.72,2023-09-23 21:37:45,1412516308414926592,a64736d9,#FFFFFF,1,25,责任神
344.175,2023-08-15 15:05:31,1384052640584899584,70850264,#FFFFFF,1,25,讲道理这个团除了爱音，其他人技术都是能直接演出的，所以可以一直搞剧情
344.366,2023-08-16 08:06:51,1384566689466852864,55f847d9,#FFFFFF,1,25,春日影，乐队界的核武器
344.71,2023-08-18 23:36:39,1386484223082647040,bc4d3793,#FFFFFF,5,25,结 束 乐 队 再 现
345.543,2023-08-15 00:52:11,1383623142244792064,c111ac48,#FFFFFF,1,25,tmr玉玉了
345.755,2023-09-25 19:40:21,1413906766504144896,d3a3201a,#FFFFFF,1,25,结 束 乐 队
346.329,2023-10-01 18:56:42,1418233456546094848,ca9ef4ab,#FFFFFF,1,25,牢不可破的联盟
346.363,2023-09-24 17:15:08,1413108902416888064,6cc6e4ce,#FFFFFF,1,25,其实重新找一个贝斯手也不是不行吧
346.625,2023-10-01 16:20:54,1418155038488048384,230bb034,#FFFFFF,1,25,世界破破烂烂，粉毛缝缝补补
347.488,2023-08-13 21:55:25,1382809394311481344,201dc38a,#FFFFFF,1,25,巴拉巴拉
347.809,2023-08-14 08:44:20,1383136001484084992,ea9d1ce6,#FFFFFF,5,25,菠咯波咯大
347.844,2023-10-01 18:54:26,1418232317406712320,e7bd66db,#FFFFFF,1,25,海军大将 灯虎
347.937,2023-10-01 19:36:12,1418253339459590400,9edf9469,#FFFFFF,1,25,散伙神曲-春日影
348.088,2023-08-14 20:49:04,1383500772402465024,21815337,#FFFFFF,1,25,如果不能让所有人满意，我建议让所有人破防
348.352,2023-08-19 13:27:28,1386902390468655872,a0353819,#FFFFFF,1,25,我觉得主唱都要有心理阴影了，唱一次炸一个团
351.021,2023-09-28 08:39:17,1415748372899681536,62d90bc7,#FFFFFF,1,25,最终力量，自毁境界，春日影吔
351.251,2023-10-01 02:21:44,1417732668862654208,6e30ab9c,#FFFFFF,1,25,我们的乐队坚不可摧
351.517,2023-08-16 00:19:55,1384331677815411200,b93b1a2d,#FFFFFF,1,25,春日影a人会痛不
351.594,2023-09-23 12:39:05,1412245186490454784,12b7c03c,#FFFFFF,1,25,我爱进了重女集团也是很辛苦呢hhh
352.667,2023-09-27 21:40:03,1415416568455894016,5ce9ea3e,#FFFFFF,1,25,现实中的话就真重新找了
353.967,2023-08-15 16:29:02,1384094674993560320,8972cb93,#FFFFFF,1,25,呃呃呃
354.797,2023-08-16 03:43:00,1384433886955819008,1c248bc5,#FFFFFF,1,25,什么引力奇点
354.833,2023-08-15 00:05:59,1383599884460299520,3fcdf956,#FFFFFF,1,25,你们俩怎么总是啥也不说就跟着对方走啊w
355.1,2023-08-13 22:42:38,1382833163071698688,639469d9,#FFFFFF,1,25,如果你们三次元live唱完春日影把团炸了将彻底封神
355.306,2023-08-14 16:14:34,1383362614628999680,230bb034,#FFFFFF,1,25,一言不合就学校堵门
355.424,2023-09-30 23:09:26,1417635883552644096,41dd8895,#FFFFFF,1,25,还是让猫猫去道歉吧
356.426,2023-08-17 12:47:52,1385432908285864704,bf6fddfb,#F0AB2A,5,25,经典校门口堵人
356.948,2023-09-25 22:31:11,1413992753913872896,55c63995,#FFFFFF,1,25,圣灯神的转变
357.274,2023-08-13 00:23:39,1382159229963643392,115653e6,#FFFFFF,1,25,灯皇已经ptsd了，开一次live散一次伙
357.286,2023-09-25 23:16:06,1414015361891956992,e4f3528b,#FFFFFF,1,25,只有爱音在乎灯，陪着她去做事
357.33,2023-09-25 08:39:12,1413574003637135104,03741b18,#FFFFFF,1,25,臭羽丘的上月之森要饭来了嘿
357.566,2023-08-12 21:04:42,1382059088908836608,76f900e5,#FFFFFF,1,25,这里灯主动冲进去了
358.299,2023-08-13 12:33:53,1382526768829010688,d4e33752,#FFFFFF,1,25,灯的行动力也是在进步的
358.589,2023-09-25 19:23:15,1413898159171779584,293328fa,#FFFFFF,1,25,加油
361.279,2023-09-23 00:18:11,1411872280040233984,3da99623,#FFFFFF,1,25,灯这也是在学习爱音吧
361.364,2023-08-13 16:47:45,1382654544944587520,ad2f4a6e,#FFFFFF,1,25,老结束乐队了
361.784,2023-09-24 07:28:36,1412813688620290560,be2d00ed,#FFFFFF,1,25,真的是很讨厌这群人
362.38,2023-09-30 18:28:46,1417494622263158272,b3a3ad2b,#FFFFFF,1,25,论堵门与反堵门
362.532,2023-08-12 13:04:40,1381817484205754624,38d7f47d,#FFFFFF,1,25,xswl这团几乎每集都在堵门
362.679,2023-08-13 12:34:40,1382527156650930688,d4e33752,#FFFFFF,1,25,堵完花女堵月之森，什么时候堵自己学校啊
364.22,2023-09-24 18:30:05,1413146626826351872,f30fed3a,#FFFFFF,1,25,没说贵安都没认出来
365.898,2023-08-18 22:42:24,1386456920680104448,1ccdae4b,#FFFFFF,1,25,艹，看成长崎在世吗？
366.867,2023-08-13 22:35:42,1382829670751483648,76f900e5,#FFFFFF,1,25,羽丘堵王啊这是
367.358,2023-08-13 11:17:48,1382488471981293568,2775e689,#FFFFFF,1,25,因为爱音也是个富婆 家教会管的
367.544,2023-08-12 18:33:12,1381982837376717312,14fb3f21,#FFFFFF,1,25,爱音好守规矩
367.832,2023-09-25 04:26:41,1413446906528799744,04a86783,#FFFFFF,1,25,只有爱音是单纯的想搞乐队的
368.458,2023-08-14 23:35:53,1383584738526150656,fe5b9dd6,#FFFFFF,1,25,刚才不就堵过自己学校吗（指祥子）
368.462,2023-09-23 00:06:37,1411866456786063360,30d1829d,#FFFFFF,1,25,MYGO多次不报备串校门，还是楚平方好
369.013,2023-08-12 18:14:15,1381973302439952640,ff4d4f08,#FFFFFF,1,25,黄金船（幻世
369.869,2023-09-24 16:35:53,1413089151431271424,0f96dd2a,#FFFFFF,1,25,这一辈子也太短了
370.034,2023-09-25 01:13:38,1413349741038747392,cd7a1a2d,#FFFFFF,1,25,在隔壁花女我“重拳出击”，在“大小姐的月之森”我唯唯诺诺，汉南不让人怀疑anon是明显注意场合
370.45,2023-08-11 22:06:30,1381365420795132928,8cfaa1c9,#FFFFFF,1,25,两个人堵了两个学校门
371.027,2023-08-15 18:11:17,1384146138961521664,65c89102,#FFFFFF,1,25,全名出来了！
371.224,2023-09-23 21:30:00,1412512406797711872,93dccb97,#FFFFFF,1,25,装感冒逃学，不学无术
371.989,2023-08-14 00:34:00,1382889210272611072,b9ead114,#FFFFFF,1,25,黄金船草
372.645,2023-08-14 20:29:37,1383490985858037248,ab97cf3c,#FFFFFF,1,25,之前找祥子用名字问不出来，这次是好好说了soyo全名诶
372.659,2023-08-13 22:45:54,1382834804118347008,639469d9,#FFFFFF,1,25,霓虹的学校就没个保安吗
373.228,2023-09-23 21:38:15,1412516555895628032,a64736d9,#FFFFFF,1,25,灯皇才是责任神
373.711,2023-09-27 00:50:28,1414787635112957184,3f896ea6,#FFFFFF,1,25,托病不出
374.013,2023-08-12 23:05:47,1382120034804994816,a41ed1f0,#FEF102,5,25,可能是羊了（
374.205,2023-10-01 18:39:09,1418224617939912960,b3b86487,#FFFFFF,1,25,假病，老子给你医！
374.401,2023-09-25 02:48:01,1413397249308049152,a3821553,#FFFFFF,1,25,装感冒逃学，不学无术
374.425,2023-08-12 18:59:48,1381996230066002176,0a6fb7b6,#FFFFFF,1,25,守规矩，之前还追猎立希
375.464,2023-09-29 22:08:46,1416880574412759808,54fe6d94,#FFFFFF,1,25,大清遗老是这样的
375.485,2023-09-25 02:07:14,1413376714532418304,94512d7a,#FFFFFF,1,25,长期素食导致的
